Tipo de Registro;Nº NFS-e;Data Hora NFE;Código de Verificação da NFS-e;Tipo de RPS;Série do RPS;Número do RPS;Data de Emissão do RPS;Inscrição Municipal do Prestador;Indicador de CPF/CNPJ do Prestador;CPF/CNPJ do Prestador;Razão Social do Prestador;Tipo do Endereço do Prestador;Endereço do Prestador;Número do Endereço do Prestador;Complemento do Endereço do Prestador;Bairro do Prestador;Cidade do Prestador;UF do Prestador;CEP do Prestador;Email do Prestador;Opção Pelo Simples;Situação da Nota Fiscal;Data de Cancelamento;Nº da Guia;Data de Quitação da Guia Vinculada a Nota Fiscal;Valor dos Serviços;Valor das Deduções;Código do Serviço Prestado na Nota Fiscal;Alíquota;ISS devido;Valor do Crédito;ISS Retido;PIS;COFINS;INSS;IRPJ;CSLL;Indicador de CPF/CNPJ do Tomador;CPF/CNPJ do Tomador;Inscrição Municipal do Tomador;Inscrição Estadual do Tomador;Razão Social do Tomador;Tipo do Endereço do Tomador;Endereço do Tomador;Número do Endereço do Tomador;Complemento do Endereço do Tomador;Bairro do Tomador;Cidade do Tomador;UF do Tomador;CEP do Tomador;Email do Tomador;Discriminação dos Serviços
2;8652;23/07/2026 09:38:16;BLCUUURH;RPS;1;8637;23/07/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;C;23/07/2026 ;;;29.890,93;0,00;421;3,00;896,73;0,00;S;194,29;0,00;0,00;0,00;298,91;2;13.100.755/0001-00;00.174.607/001-84;;ASSOCIACAO DOS PROFESSORES UNIVERSITARIOS DA BAHIA - APUB SAUDE;Ave;Antônio Carlos Magalhães;3213;SALA  405 406 407 E408;BROTAS;Salvador;BA;40280-901;faturamento@apubsaude.com.br;HONORARIOS DE SERVICOS MEDICOS
2;8651;23/07/2026 09:16:29;WF2PSDAE;RPS;1;8636;23/07/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;C;23/07/2026 ;;;29.890,93;0,00;421;3,00;896,73;0,00;S;194,29;0,00;0,00;0,00;298,91;2;13.100.755/0001-00;00.174.607/001-84;;ASSOCIACAO DOS PROFESSORES UNIVERSITARIOS DA BAHIA - APUB SAUDE;Ave;Antônio Carlos Magalhães;3213;SALA  405 406 407 E408;BROTAS;Salvador;BA;40280-901;faturamento@apubsaude.com.br;HONORARIOS DE SERVICOS MEDICOS
2;8650;23/07/2026 08:07:47;6DBXFYBR;RPS;1;8635;23/07/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;C;23/07/2026 ;;;29.890,93;0,00;421;3,00;896,73;0,00;S;194,29;0,00;0,00;0,00;298,91;2;13.100.755/0001-00;00.174.607/001-84;;ASSOCIACAO DOS PROFESSORES UNIVERSITARIOS DA BAHIA - APUB SAUDE;Ave;Antônio Carlos Magalhães;3213;SALA  405 406 407 E408;BROTAS;Salvador;BA;40280-901;faturamento@apubsaude.com.br;HONORARIOS DE SERVICOS MEDICOS
2;8649;22/07/2026 15:42:47;SU8HHUUW;RPS;1;8634;22/07/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;1.099,54;0,00;421;3,00;32,99;0,00;N;0,00;0,00;0,00;0,00;0,00;2;92.693.118/0001-60;;;BRADESCO SAUDE S/A;AV;Rio de Janeiro;555;19º andar;Caju;Rio de Janeiro;RJ;20931-675;contfiscal@bradescoseguros.com.br;HONORARIOS DE SERVICOS MEDICOS
2;8648;22/07/2026 08:15:03;DTJ2UK2U;RPS;1;8632;22/07/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;C;22/07/2026 ;;;1.000,00;0,00;421;3,00;30,00;0,00;S;0,00;0,00;0,00;12,00;0,00;2;05.816.630/0001-52;00.225.182/003-77;;FUNDO ESTADUAL DE SAUDE DO ESTADO DA BAHIA;Rua;Luís Viana Filho;S/N;LADO - B/4ª AVEN PLATAFORMA 06;PARALELA;Salvador;BA;41730-101;;TESTE
2;8647;21/07/2026 16:30:02;IEEF9VHD;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;78.678,82;0,00;421;3,00;2.360,36;0,00;S;0,00;0,00;0,00;944,15;0,00;2;05.816.630/0001-52;00.225.182/002-94;;FUNDO ESTADUAL DE SAUDE DO ESTADO DA BAHIA;4ª;Centro Administrativo da Bahia;06;LADO B, 2º ANDAR;CENTRO ADMINISTRATIVO DA BAHIA;Salvador;BA;41745-002;;HONORARIOS DE SERVICOS MEDICOS|PROCESSO N°: 019.5120.2026.0099168-77|PRESTADOR: Bahia Home Care|CNPJ: 07.766.008/0001-02|OBJETO: Atendimento em Atenção Domiciliar|TERMO DE ADESÃO: 071/2024|VALOR: R$ 78.678,82|COMPETÊNCIA: RECURSO DE GLOSA FEV/2026|DADOS BANCARIOS: Banco do Brasil  AG 2976-9 C/C 108098-9
2;8646;21/07/2026 13:31:26;PXLFIJXM;RPS;1;8628;21/07/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;C;21/07/2026 ;;;78.678,82;0,00;421;3,00;2.360,36;0,00;S;0,00;0,00;0,00;0,00;0,00;2;05.816.630/0001-52;00.225.182/003-77;;FUNDO ESTADUAL DE SAUDE DO ESTADO DA BAHIA;Rua;Luís Viana Filho;S/N;LADO - B/4ª AVEN PLATAFORMA 06;PARALELA;Salvador;BA;41730-101;;HONORARIOS DE SERVICOS MEDICOS|PROCESSO N: 019.5120.2026.0099168-77|PRESTADOR: Bahia Home Care|CNPJ: 07.766.008/0001-02|OBJETO: Atendimento em Atencao Domiciliar|TERMO DE ADESAO: 071/2024|VALOR: R$ 78.678,82|COMPETENCIA: RECURSO DE GLOSA FEV/2026|DADOS BANCARIOS: Banco do Brasil  AG 2976-9 C/C 108098-9
2;8645;21/07/2026 11:21:12;XMSEMA5B;RPS;1;8627;21/07/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;492.239,52;0,00;421;3,00;14.767,19;0,00;N;0,00;0,00;0,00;0,00;0,00;2;92.693.118/0001-60;;;BRADESCO SAUDE S/A;AV;Rio de Janeiro;555;19º andar;Caju;Rio de Janeiro;RJ;20931-675;contfiscal@bradescoseguros.com.br;HONORARIOS DE SERVICOS MEDICOS
2;8644;21/07/2026 10:25:31;UZJMGMKL;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;9.940,94;0,00;421;3,00;298,23;0,00;N;64,62;298,23;0,00;149,11;99,41;2;02.866.602/0001-51;;;SUL AMERICA PARANA CLINICAS SERVICOS DE SAUDE S.A.;ALA;SANTOS;2101;ANDAR 4;CERQUEIRA CESAR;São Paulo;SP;01419-911;SOCIETARIO.SUGOC@SULAMERICA.COM.BR;HONORARIOS DE SERVIÇOS MÉDICOS
2;8643;21/07/2026 10:24:06;PDCX545E;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;158.411,77;0,00;421;3,00;4.752,35;0,00;N;1.029,68;4.752,35;0,00;2.376,18;1.584,12;2;01.685.053/0005-80;00.136.826/001-20;;SUL AMERICA COMPANHIA DE SEGURO SAUDE;Ave;Tancredo Neves;000450;SALA 2301 E 2302 EDIF SUAREZ T;CAMINHO DAS ÁRVORES;Salvador;BA;41820-901;nfs-e.iss@sulamerica.com;HONORARIOS DE SERVIÇOS MÉDICOSS
2;8642;21/07/2026 10:07:45;GDYQRRJH;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;379.678,83;0,00;421;3,00;11.390,36;0,00;N;2.467,91;11.390,36;0,00;5.695,18;3.796,79;2;01.685.053/0005-80;00.136.826/001-20;;SUL AMERICA COMPANHIA DE SEGURO SAUDE;Ave;Tancredo Neves;000450;SALA 2301 E 2302 EDIF SUAREZ T;CAMINHO DAS ÁRVORES;Salvador;BA;41820-901;nfs-e.iss@sulamerica.com;HONORARIOS DE SERVIÇOS MÉDICO
2;8641;20/07/2026 16:10:35;6XSIUZWJ;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;46.228,85;0,00;421;3,00;1.386,87;0,00;N;300,49;1.386,87;0,00;693,43;462,29;2;04.487.255/0001-81;;;UNIMED SEGUROS SAUDE S/A;ALA;MIN ROCHA AZEVEDO;346;EDIF  SEGUROS             ANDA;CERQUEIRA CESAR;São Paulo;SP;01410-901;GESTAOTRIBUTARIA@SEGUROSUNIMED.COM.BR;HONORARIOS DE SERVICOS MEDICOS
2;8640;20/07/2026 16:09:15;77VHIDTS;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;11.751,22;0,00;421;3,00;352,54;0,00;N;76,38;352,54;0,00;176,27;117,51;2;04.487.255/0001-81;;;UNIMED SEGUROS SAUDE S/A;ALA;MIN ROCHA AZEVEDO;346;EDIF  SEGUROS             ANDA;CERQUEIRA CESAR;São Paulo;SP;01410-901;GESTAOTRIBUTARIA@SEGUROSUNIMED.COM.BR;HONORARIOS DE SERVICOS MEDICOS
2;8639;20/07/2026 16:08:04;8G8DV2EJ;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;156.507,17;0,00;421;3,00;4.695,22;0,00;N;1.017,30;4.695,22;0,00;2.347,61;1.565,07;2;04.487.255/0001-81;;;UNIMED SEGUROS SAUDE S/A;ALA;MIN ROCHA AZEVEDO;346;EDIF  SEGUROS             ANDA;CERQUEIRA CESAR;São Paulo;SP;01410-901;GESTAOTRIBUTARIA@SEGUROSUNIMED.COM.BR;HONORARIOS DE SERVICOS MEDICOS
2;8638;20/07/2026 16:05:38;GEPH66DK;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;4.993,95;0,00;421;3,00;149,82;0,00;N;32,46;149,82;0,00;74,91;49,94;2;04.487.255/0001-81;;;UNIMED SEGUROS SAUDE S/A;ALA;MIN ROCHA AZEVEDO;346;EDIF  SEGUROS             ANDA;CERQUEIRA CESAR;São Paulo;SP;01410-901;GESTAOTRIBUTARIA@SEGUROSUNIMED.COM.BR;HONORARIOS DE SERVICOS MEDICOS
2;8637;20/07/2026 16:03:44;97MIHTUB;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;13.151,84;0,00;421;3,00;394,56;0,00;N;85,49;394,56;0,00;197,28;131,52;2;04.487.255/0001-81;;;UNIMED SEGUROS SAUDE S/A;ALA;MIN ROCHA AZEVEDO;346;EDIF  SEGUROS             ANDA;CERQUEIRA CESAR;São Paulo;SP;01410-901;GESTAOTRIBUTARIA@SEGUROSUNIMED.COM.BR;HONORARIOS DE SERVICOS MEDICOS
2;8636;20/07/2026 15:56:21;CL5QN9XL;RPS;1;8620;20/07/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;170.214,41;0,00;421;3,00;5.106,43;0,00;N;0,00;0,00;0,00;0,00;0,00;2;15.011.651/0001-54;;;BRADESCO SAUDE - OPERADORA DE PLANOS S/A;;AV PAULISTA;1450;AND. 10 T PTA NA. SEC;BELA VISTA;São Paulo;SP;01310-917;DEPENDENCIA@BRADESCOSEGUROS.COM.BR;Honorarios de servicos medicos
2;8635;20/07/2026 15:51:25;BHLZRJXE;RPS;1;8619;20/07/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;60.826,62;0,00;421;3,00;1.824,80;0,00;N;0,00;0,00;0,00;0,00;0,00;2;92.693.118/0001-60;;;BRADESCO SAUDE S/A;AV;Rio de Janeiro;555;19º andar;Caju;Rio de Janeiro;RJ;20931-675;contfiscal@bradescoseguros.com.br;HONORARIOS DE SERVICOS MEDICOS
2;8634;20/07/2026 13:55:15;WIITKXFZ;RPS;1;8616;17/07/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;1.421,64;0,00;421;3,00;42,65;0,00;N;0,00;0,00;0,00;0,00;0,00;2;92.693.118/0001-60;;;BRADESCO SAUDE S/A;AV;Rio de Janeiro;555;19º andar;Caju;Rio de Janeiro;RJ;20931-675;contfiscal@bradescoseguros.com.br;HONORARIOS DE SERVICOS MEDICOS
2;8633;20/07/2026 13:41:09;MP5GXTS2;RPS;1;8618;20/07/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;53.067,41;0,00;421;3,00;1.592,02;0,00;N;0,00;0,00;0,00;0,00;0,00;2;92.693.118/0001-60;;;BRADESCO SAUDE S/A;AV;Rio de Janeiro;555;19º andar;Caju;Rio de Janeiro;RJ;20931-675;contfiscal@bradescoseguros.com.br;HONORARIOS DE SERVICOS MEDICOS
2;8632;20/07/2026 13:40:32;PS5HGBTV;RPS;1;8617;20/07/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;C;20/07/2026 ;;;7.888,97;0,00;421;3,00;236,67;0,00;S;51,28;236,67;0,00;0,00;78,89;2;00.628.107/0010-70;00.165.511/001-14;;FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA;Ave;Estados Unidos;528;8º ANDAR;COMÉRCIO;Salvador;BA;40010-020;contabilidade1.ba@assefaz.org.br;HONORARIOS DE SERVICOS MEDICOS
2;8631;20/07/2026 09:28:08;ESGTPB4X;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;5212477;;7.888,97;0,00;421;3,00;236,67;0,00;S;51,28;236,67;0,00;118,33;78,89;2;00.628.107/0010-70;00.165.511/001-14;;FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA;Ave;Estados Unidos;528;8º ANDAR;COMÉRCIO;Salvador;BA;40010-020;;Honorários de Serviços médicos
2;8630;17/07/2026 09:36:27;BIHSJDWR;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;55.816,46;0,00;421;3,00;1.674,49;0,00;N;362,81;1.674,49;0,00;837,25;558,16;2;18.275.071/0001-62;;;POSTAL SAUDE - CAIXA DE ASSISTENCIA E SAUDE DOS EMPREGADOS DOS CORREIOS;SET;SH/S QD 02 BLOCO B;02;ANDAR 1                   ANDA;ASA SUL;Brasília;DF;70312-970;IMPOSTO@POSTALSAUDE.COM.BR;Honorários de Serviços médicos
2;8629;17/07/2026 09:33:18;MBAVHSJI;RPS;;;;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;;;48.484,88;0,00;421;3,00;1.454,55;0,00;N;315,15;1.454,55;0,00;727,27;484,85;2;03.033.006/0001-53;;;CAIXA DE ASSISTENCIA OSWALDO CRUZ;AVE;BRASIL;4036;SALAS 300 A 318;MANGUINHOS;Rio de Janeiro;RJ;21040-361;;Honorários de Serviços médicos
