Tipo de Registro;Nº NFS-e;Data Hora NFE;Código de Verificação da NFS-e;Tipo de RPS;Série do RPS;Número do RPS;Data de Emissão do RPS;Inscrição Municipal do Prestador;Indicador de CPF/CNPJ do Prestador;CPF/CNPJ do Prestador;Razão Social do Prestador;Tipo do Endereço do Prestador;Endereço do Prestador;Número do Endereço do Prestador;Complemento do Endereço do Prestador;Bairro do Prestador;Cidade do Prestador;UF do Prestador;CEP do Prestador;Email do Prestador;Opção Pelo Simples;Situação da Nota Fiscal;Data de Cancelamento;Nº da Guia;Data de Quitação da Guia Vinculada a Nota Fiscal;Valor dos Serviços;Valor das Deduções;Código do Serviço Prestado na Nota Fiscal;Alíquota;ISS devido;Valor do Crédito;ISS Retido;PIS;COFINS;INSS;IRPJ;CSLL;Indicador de CPF/CNPJ do Tomador;CPF/CNPJ do Tomador;Inscrição Municipal do Tomador;Inscrição Estadual do Tomador;Razão Social do Tomador;Tipo do Endereço do Tomador;Endereço do Tomador;Número do Endereço do Tomador;Complemento do Endereço do Tomador;Bairro do Tomador;Cidade do Tomador;UF do Tomador;CEP do Tomador;Email do Tomador;Discriminação dos Serviços
2;8590;24/06/2026 14:24:33;UB7W4INH;RPS;1;8573;24/06/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;5170398;06/07/2026 ;17.522,93;0,00;421;3,00;525,69;0,00;N;0,00;0,00;0,00;0,00;0,00;2;92.693.118/0001-60;;;BRADESCO SAUDE S/A;AV;Rio de Janeiro;555;19º andar;Caju;Rio de Janeiro;RJ;20931-675;contfiscal@bradescoseguros.com.br;HONORARIOS DE SERVICOS MEDICOS - Valor aproximado do(s) Tributo(s): R$ 2356.84 (13.45%) Federal e R$ 876.15 (5.00%) Municipal.
2;8589;24/06/2026 12:54:14;PRRULFXC;RPS;1;8572;24/06/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;C;25/06/2026 ;;;83.039,15;0,00;421;3,00;2.491,17;0,00;N;539,75;2.491,17;0,00;0,00;830,39;2;29.309.127/0001-79;;;AMIL ASSISTENCIA MEDICA INTERNACIONAL S/A;;AV DOUTOR CHUCRI ZAIDAN S/N;SN;;VILA SAO FRANCISCO;São Paulo;SP;04711-130;;HONORARIOS DE SERVICOS MEDICOS - Valor aproximado do(s) Tributo(s): R$ 11168.77 (13.45%) Federal e R$ 4151.96 (5.00%) Municipal.
2;8588;23/06/2026 16:30:53;RURFIRH1;RPS;1;8571;23/06/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;5170398;06/07/2026 ;2.617,90;0,00;421;3,00;78,54;0,00;N;17,02;78,54;0,00;0,00;26,18;2;04.487.255/0001-81;;;UNIMED SEGUROS SAUDE S/A;AL;Ministro Rocha Azevedo;366;;Cerqueira César;São Paulo;SP;01410-000;tributario@segurosunimed.com.br;HONORARIOS DE SERVICOS MEDICOS - Valor aproximado do(s) Tributo(s): R$ 352.11 (13.45%) Federal e R$ 130.90 (5.00%) Municipal. . Fonte: IBPT                .
2;8587;23/06/2026 16:30:53;9UNAIHTA;RPS;1;8570;23/06/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;5170398;06/07/2026 ;35.961,94;0,00;421;3,00;1.078,86;0,00;N;233,75;1.078,86;0,00;0,00;359,62;2;04.487.255/0001-81;;;UNIMED SEGUROS SAUDE S/A;AL;Ministro Rocha Azevedo;366;;Cerqueira César;São Paulo;SP;01410-000;tributario@segurosunimed.com.br;HONORARIOS DE SERVICOS MEDICOS - Valor aproximado do(s) Tributo(s): R$ 4836.88 (13.45%) Federal e R$ 1798.10 (5.00%) Municipal. . Fonte: IBPT                .
2;8586;23/06/2026 16:30:53;N9DA1FEF;RPS;1;8569;23/06/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;5170398;06/07/2026 ;3.543,64;0,00;421;3,00;106,31;0,00;N;23,03;106,31;0,00;0,00;35,44;2;04.487.255/0001-81;;;UNIMED SEGUROS SAUDE S/A;AL;Ministro Rocha Azevedo;366;;Cerqueira César;São Paulo;SP;01410-000;tributario@segurosunimed.com.br;HONORARIOS DE SERVICOS MEDICOS - Valor aproximado do(s) Tributo(s): R$ 476.62 (13.45%) Federal e R$ 177.18 (5.00%) Municipal. . Fonte: IBPT                .
2;8585;23/06/2026 16:30:53;JIRM21P8;RPS;1;8568;23/06/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;5170398;06/07/2026 ;5.334,36;0,00;421;3,00;160,03;0,00;N;34,67;160,03;0,00;0,00;53,34;2;04.487.255/0001-81;;;UNIMED SEGUROS SAUDE S/A;AL;Ministro Rocha Azevedo;366;;Cerqueira César;São Paulo;SP;01410-000;tributario@segurosunimed.com.br;HONORARIOS DE SERVICOS MEDICOS - Valor aproximado do(s) Tributo(s): R$ 717.47 (13.45%) Federal e R$ 266.72 (5.00%) Municipal. . Fonte: IBPT                .
2;8584;23/06/2026 16:30:53;T4PJMWXT;RPS;1;8567;23/06/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;5170398;06/07/2026 ;25.774,21;0,00;421;3,00;773,23;0,00;N;167,53;773,23;0,00;0,00;257,74;2;04.487.255/0001-81;;;UNIMED SEGUROS SAUDE S/A;AL;Ministro Rocha Azevedo;366;;Cerqueira César;São Paulo;SP;01410-000;tributario@segurosunimed.com.br;HONORARIOS DE SERVICOS MEDICOS - Valor aproximado do(s) Tributo(s): R$ 3466.63 (13.45%) Federal e R$ 1288.71 (5.00%) Municipal. . Fonte: IBPT                .
2;8583;23/06/2026 16:30:48;YU85IDAL;RPS;1;8566;23/06/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;5170398;06/07/2026 ;13.474,05;0,00;421;3,00;404,22;0,00;N;87,58;404,22;0,00;0,00;134,74;2;04.487.255/0001-81;;;UNIMED SEGUROS SAUDE S/A;AL;Ministro Rocha Azevedo;366;;Cerqueira César;São Paulo;SP;01410-000;tributario@segurosunimed.com.br;HONORARIOS DE SERVICOS MEDICOS - Valor aproximado do(s) Tributo(s): R$ 1812.26 (13.45%) Federal e R$ 673.70 (5.00%) Municipal. . Fonte: IBPT                .
2;8582;23/06/2026 16:30:48;YLDVGYKB;RPS;1;8565;23/06/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;5170398;06/07/2026 ;164.734,42;0,00;421;3,00;4.942,03;0,00;N;1.070,77;4.942,03;0,00;0,00;1.647,34;2;04.487.255/0001-81;;;UNIMED SEGUROS SAUDE S/A;AL;Ministro Rocha Azevedo;366;;Cerqueira César;São Paulo;SP;01410-000;tributario@segurosunimed.com.br;HONORARIOS DE SERVICOS MEDICOS - Valor aproximado do(s) Tributo(s): R$ 22156.78 (13.45%) Federal e R$ 8236.72 (5.00%) Municipal. . Fonte: IBPT                .
2;8581;23/06/2026 16:30:48;TXDSSTAL;RPS;1;8564;23/06/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;5170398;06/07/2026 ;1.140,24;0,00;421;3,00;34,21;0,00;N;7,41;34,21;0,00;0,00;11,40;2;04.487.255/0001-81;;;UNIMED SEGUROS SAUDE S/A;AL;Ministro Rocha Azevedo;366;;Cerqueira César;São Paulo;SP;01410-000;tributario@segurosunimed.com.br;HONORARIOS DE SERVICOS MEDICOS - Valor aproximado do(s) Tributo(s): R$ 153.36 (13.45%) Federal e R$ 57.01 (5.00%) Municipal.
2;8580;23/06/2026 08:17:38;NE6JJELG;RPS;1;8563;23/06/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;5170398;06/07/2026 ;734.564,09;0,00;421;3,00;22.036,92;0,00;N;0,00;0,00;0,00;0,00;0,00;2;92.693.118/0001-60;;;BRADESCO SAUDE S/A;AV;Rio de Janeiro;555;19º andar;Caju;Rio de Janeiro;RJ;20931-675;contfiscal@bradescoseguros.com.br;HONORARIOS DE SERVICOS MEDICOS - Valor aproximado do(s) Tributo(s): R$ 98798.88 (13.45%) Federal e R$ 36728.21 (5.00%) Municipal.
2;8579;22/06/2026 15:47:04;D24GEFRN;RPS;1;8562;22/06/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;C;25/06/2026 ;;;1.140.150,51;0,00;421;3,00;34.204,52;0,00;S;0,00;0,00;0,00;0,00;0,00;2;05.816.630/0001-52;00.225.182/003-77;;FUNDO ESTADUAL DE SAUDE DO ESTADO DA BAHIA;Rua;Luís Viana Filho;S/N;LADO - B/4ª AVEN PLATAFORMA 06;PARALELA;Salvador;BA;41730-101;;HONORARIOS DE SERVICOS MEDICOS||PROCESSO N: 019.5120.2026.0098291-54|PRESTADOR: Bahia Home Care|CNPJ: 07.766.008/0001-02|OBJETO: Atencao Domiciliar|TERMO DE ADESAO: 071/2024|VALOR: R$1.140.150,51|COMP: Abril/2026|DADOS BANCARIOS: Banco do Brasil  AG 2976-9 C/C 108098-9 - Valor aproximado do(s) Tributo(s): R$ 153350.24 (13.45%) Federal e R$ 57007.53 (5.00%) Municipal.
2;8578;18/06/2026 10:03:14;JRDW17E9;RPS;1;8561;18/06/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;5170398;06/07/2026 ;64.905,63;0,00;421;3,00;1.947,17;0,00;N;0,00;0,00;0,00;0,00;0,00;2;15.011.651/0001-54;;;BRADESCO SAUDE - OPERADORA DE PLANOS S/A;;AV PAULISTA;1450;AND. 10 T PTA NA. SEC;BELA VISTA;São Paulo;SP;01310-917;DEPENDENCIA@BRADESCOSEGUROS.COM.BR;HONORARIOS DE SERVICOS MEDICOS - Valor aproximado do(s) Tributo(s): R$ 8729.81 (13.45%) Federal e R$ 3245.29 (5.00%) Municipal.
2;8577;17/06/2026 13:10:45;DAPVBJBK;RPS;1;8560;17/06/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;5160897;06/07/2026 ;7.131,18;0,00;421;3,00;213,94;0,00;S;46,35;213,94;0,00;106,96;71,31;2;00.628.107/0010-70;00.165.511/001-14;;FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA;Ave;Estados Unidos;528;8º ANDAR;COMÉRCIO;Salvador;BA;40010-020;contabilidade1.ba@assefaz.org.br;HONORARIOS DE SERVICOS MEDICOS| - Valor aproximado do(s) Tributo(s): R$ 959.15 (13.45%) Federal e R$ 356.56 (5.00%) Municipal. . Fonte: IBPT                .
2;8576;17/06/2026 13:04:32;HAKKHC36;RPS;1;8559;17/06/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;5178283;06/07/2026 ;29.703,22;0,00;421;3,00;891,10;0,00;S;193,07;0,00;0,00;445,54;297,03;2;13.100.755/0001-00;00.174.607/001-84;;ASSOCIACAO DOS PROFESSORES UNIVERSITARIOS DA BAHIA - APUB SAUDE;Ave;Antônio Carlos Magalhães;3213;SALA  405 406 407 E408;BROTAS;Salvador;BA;40280-901;faturamento@apubsaude.com.br;HONORARIOS DE SERVICOS MEDICOS - Valor aproximado do(s) Tributo(s): R$ 3995.08 (13.45%) Federal e R$ 1485.16 (5.00%) Municipal.
2;8575;17/06/2026 09:44:46;VP816AVE;RPS;1;8558;17/06/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;5170398;06/07/2026 ;13.708,00;0,00;421;3,00;411,24;0,00;N;0,00;0,00;0,00;0,00;0,00;2;15.011.651/0001-54;;;BRADESCO SAUDE - OPERADORA DE PLANOS S/A;;AV PAULISTA;1450;AND. 10 T PTA NA. SEC;BELA VISTA;São Paulo;SP;01310-917;DEPENDENCIA@BRADESCOSEGUROS.COM.BR;HONORARIOS DE SERVICOS MEDICOS - Valor aproximado do(s) Tributo(s): R$ 1843.73 (13.45%) Federal e R$ 685.40 (5.00%) Municipal.
2;8574;16/06/2026 09:56:21;JUNNLTJT;RPS;1;8557;16/06/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;5170398;06/07/2026 ;85.139,49;0,00;421;3,00;2.554,18;0,00;N;0,00;0,00;0,00;0,00;0,00;2;92.693.118/0001-60;;;BRADESCO SAUDE S/A;AV;Rio de Janeiro;555;19º andar;Caju;Rio de Janeiro;RJ;20931-675;contfiscal@bradescoseguros.com.br;HONORARIOS DE SERVICOS MEDICOS - Valor aproximado do(s) Tributo(s): R$ 11451.26 (13.45%) Federal e R$ 4256.97 (5.00%) Municipal.
2;8573;15/06/2026 16:15:12;LVF5IQHA;RPS;1;8556;15/06/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;5170398;06/07/2026 ;46.955,94;0,00;421;3,00;1.408,68;0,00;N;0,00;0,00;0,00;0,00;0,00;2;04.540.010/0001-70;;;PORTO SEGURO - SEGURO SAUDE S/A;;R GUAIANASES;1238;MZNINO: PARTE;CAMPOS ELISEOS;São Paulo;SP;01204-002;adilson.cunha@portoseguro.com.br;HONORARIOS DE SERVICOS MEDICOS|PROTOCOLO: 20276961|DATA DE VENCIMENTO: 24/07/2026 - Valor aproximado do(s) Tributo(s): R$ 6315.57 (13.45%) Federal e R$ 2347.80 (5.00%) Municipal. . Fonte: IBPT                .
2;8572;15/06/2026 16:13:53;BPDQYHRT;RPS;1;8555;15/06/2026 ;00.271.122/001-86;2;07.766.008/0001-02;BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA;Rua;Professor Ronald Gonçalves dos Santos;38;;ARMAÇÃO;Salvador;BA;41750-125;fiscal@homedoctor.com.br;0;T;;5170398;06/07/2026 ;2.854,17;0,00;421;3,00;85,63;0,00;N;0,00;0,00;0,00;0,00;0,00;2;04.540.010/0001-70;;;PORTO SEGURO - SEGURO SAUDE S/A;;R GUAIANASES;1238;MZNINO: PARTE;CAMPOS ELISEOS;São Paulo;SP;01204-002;adilson.cunha@portoseguro.com.br;HONORARIOS DE SERVICOS MEDICOS|PROTOCOLO: 20277394|DATA DE VENCIMENTO: 24/07/2026 - Valor aproximado do(s) Tributo(s): R$ 383.89 (13.45%) Federal e R$ 142.71 (5.00%) Municipal.
